  3.00000000E+00  1.66666667E+00  4.50000000E+00  1.70800000E+02  1.66666667E+00
  8.00000000E+00  1.66666667E+00  1.20000000E+01  1.70800000E+02  1.66666667E+00
  1.30000000E+01  1.66666667E+00  1.95000000E+01  1.70800000E+02  1.66666667E+00
  1.80000000E+01  1.66666666E+00  2.70000000E+01  1.70800000E+02  1.66666666E+00
  2.30000000E+01  1.66666639E+00  3.45000001E+01  1.70800000E+02  1.66666639E+00
  2.80000000E+01  1.66666230E+00  4.20000062E+01  1.70800000E+02  1.66666230E+00
  3.30000000E+01  1.66663318E+00  4.95000985E+01  1.70800000E+02  1.66663318E+00
  3.80000000E+01  1.66650903E+00  5.70007598E+01  1.70800000E+02  1.66650903E+00
  4.30000000E+01  1.66613959E+00  6.45036462E+01  1.70800005E+02  1.66613959E+00
  4.80000000E+01  1.66529260E+00  7.20126283E+01  1.70800037E+02  1.66529260E+00
  5.30000000E+01  1.66369150E+00  7.95346266E+01  1.70800200E+02  1.66369150E+00
  5.80000000E+01  1.66107424E+00  8.70798696E+01  1.70800803E+02  1.66107424E+00
  6.30000000E+01  1.65724678E+00  9.46615206E+01  1.70802584E+02  1.65724678E+00
  6.80000000E+01  1.65211519E+00  1.02294855E+02  1.70807002E+02  1.65211519E+00
  7.30000000E+01  1.64569325E+00  1.09996235E+02  1.70816549E+02  1.64569325E+00
  7.80000000E+01  1.63809023E+00  1.17782085E+02  1.70835031E+02  1.63809023E+00
  8.30000000E+01  1.62948697E+00  1.25667999E+02  1.70867745E+02  1.62948697E+00
  8.80000000E+01  1.62010759E+00  1.33668037E+02  1.70921546E+02  1.62010759E+00
  9.30000000E+01  1.61019252E+00  1.41794233E+02  1.71004783E+02  1.61019252E+00
  9.80000000E+01  1.59997622E+00  1.50056308E+02  1.71127116E+02  1.59997622E+00
  1.03000000E+02  1.58967121E+00  1.58461561E+02  1.71299266E+02  1.58967121E+00
  1.08000000E+02  1.57945845E+00  1.67014911E+02  1.71532689E+02  1.57945845E+00
  1.13000000E+02  1.56948313E+00  1.75719053E+02  1.71839245E+02  1.56948313E+00
  1.18000000E+02  1.55985475E+00  1.84574693E+02  1.72230857E+02  1.55985475E+00
  1.23000000E+02  1.55064988E+00  1.93580829E+02  1.72719196E+02  1.55064988E+00
  1.28000000E+02  1.54191672E+00  2.02735053E+02  1.73315398E+02  1.54191672E+00
  1.33000000E+02  1.53368015E+00  2.12033849E+02  1.74029830E+02  1.53368015E+00
  1.38000000E+02  1.52594690E+00  2.21472869E+02  1.74871893E+02  1.52594690E+00
  1.43000000E+02  1.51871025E+00  2.31047175E+02  1.75849883E+02  1.51871025E+00
  1.48000000E+02  1.51195405E+00  2.40751454E+02  1.76970890E+02  1.51195405E+00
  1.53000000E+02  1.50565606E+00  2.50580179E+02  1.78240740E+02  1.50565606E+00
  1.58000000E+02  1.49979057E+00  2.60527743E+02  1.79663979E+02  1.49979057E+00
  1.63000000E+02  1.49433033E+00  2.70588559E+02  1.81243881E+02  1.49433033E+00
  1.68000000E+02  1.48924797E+00  2.80757130E+02  1.82982487E+02  1.48924797E+00
  1.73000000E+02  1.48451691E+00  2.91028092E+02  1.84880667E+02  1.48451691E+00
  1.78000000E+02  1.48011201E+00  3.01396245E+02  1.86938199E+02  1.48011201E+00
  1.83000000E+02  1.47600981E+00  3.11856565E+02  1.89153850E+02  1.47600981E+00
  1.88000000E+02  1.47218874E+00  3.22404215E+02  1.91525481E+02  1.47218874E+00
  1.93000000E+02  1.46862904E+00  3.33034538E+02  1.94050146E+02  1.46862904E+00
  1.98000000E+02  1.46531274E+00  3.43743055E+02  1.96724196E+02  1.46531274E+00
  2.03000000E+02  1.46222344E+00  3.54525460E+02  1.99543378E+02  1.46222344E+00
  2.08000000E+02  1.45934623E+00  3.65377613E+02  2.02502941E+02  1.45934623E+00
  2.13000000E+02  1.45666746E+00  3.76295531E+02  2.05597728E+02  1.45666746E+00
  2.18000000E+02  1.45417457E+00  3.87275385E+02  2.08822267E+02  1.45417457E+00
  2.23000000E+02  1.45185602E+00  3.98313496E+02  2.12170852E+02  1.45185602E+00
  2.28000000E+02  1.44970106E+00  4.09406329E+02  2.15637621E+02  1.44970106E+00
  2.33000000E+02  1.44769970E+00  4.20550491E+02  2.19216626E+02  1.44769970E+00
  2.38000000E+02  1.44584255E+00  4.31742730E+02  2.22901892E+02  1.44584255E+00
  2.43000000E+02  1.44412079E+00  4.42979934E+02  2.26687470E+02  1.44412079E+00
  2.48000000E+02  1.44252610E+00  4.54259127E+02  2.30567487E+02  1.44252610E+00
  2.53000000E+02  1.44105058E+00  4.65577471E+02  2.34536182E+02  1.44105058E+00
  2.58000000E+02  1.43968675E+00  4.76932263E+02  2.38587942E+02  1.43968675E+00
  2.63000000E+02  1.43842751E+00  4.88320935E+02  2.42717326E+02  1.43842751E+00
  2.68000000E+02  1.43726608E+00  4.99741051E+02  2.46919089E+02  1.43726608E+00
  2.73000000E+02  1.43619604E+00  5.11190306E+02  2.51188200E+02  1.43619604E+00
  2.78000000E+02  1.43521130E+00  5.22666523E+02  2.55519848E+02  1.43521130E+00
  2.83000000E+02  1.43430604E+00  5.34167650E+02  2.59909458E+02  1.43430604E+00
  2.88000000E+02  1.43347476E+00  5.45691761E+02  2.64352689E+02  1.43347476E+00
  2.93000000E+02  1.43271225E+00  5.57237045E+02  2.68845439E+02  1.43271225E+00
  2.98000000E+02  1.43201357E+00  5.68801807E+02  2.73383846E+02  1.43201357E+00
  3.03000000E+02  1.43137407E+00  5.80384465E+02  2.77964278E+02  1.43137407E+00
  3.08000000E+02  1.43078935E+00  5.91983543E+02  2.82583336E+02  1.43078935E+00
  3.13000000E+02  1.43025528E+00  6.03597667E+02  2.87237843E+02  1.43025528E+00
  3.18000000E+02  1.42976796E+00  6.15225559E+02  2.91924836E+02  1.42976796E+00
  3.23000000E+02  1.42932375E+00  6.26866037E+02  2.96641563E+02  1.42932375E+00
  3.28000000E+02  1.42891923E+00  6.38518005E+02  3.01385468E+02  1.42891923E+00
  3.33000000E+02  1.42855121E+00  6.50180450E+02  3.06154182E+02  1.42855121E+00
  3.38000000E+02  1.42821672E+00  6.61852439E+02  3.10945518E+02  1.42821672E+00
  3.43000000E+02  1.42791297E+00  6.73533111E+02  3.15757457E+02  1.42791297E+00
  3.48000000E+02  1.42763739E+00  6.85221676E+02  3.20588139E+02  1.42763739E+00
  3.53000000E+02  1.42738757E+00  6.96917409E+02  3.25435854E+02  1.42738757E+00
  3.58000000E+02  1.42716130E+00  7.08619642E+02  3.30299032E+02  1.42716130E+00
  3.63000000E+02  1.42695652E+00  7.20327769E+02  3.35176232E+02  1.42695652E+00
  3.68000000E+02  1.42677131E+00  7.32041231E+02  3.40066137E+02  1.42677131E+00
  3.73000000E+02  1.42660393E+00  7.43759522E+02  3.44967540E+02  1.42660393E+00
  3.78000000E+02  1.42645274E+00  7.55482178E+02  3.49879342E+02  1.42645274E+00
  3.83000000E+02  1.42631627E+00  7.67208779E+02  3.54800538E+02  1.42631627E+00
  3.88000000E+02  1.42619312E+00  7.78938942E+02  3.59730215E+02  1.42619312E+00
  3.93000000E+02  1.42608204E+00  7.90672321E+02  3.64667540E+02  1.42608204E+00
  3.98000000E+02  1.42598186E+00  8.02408601E+02  3.69611756E+02  1.42598186E+00
  4.03000000E+02  1.42589152E+00  8.14147498E+02  3.74562178E+02  1.42589152E+00
  4.08000000E+02  1.42581004E+00  8.25888758E+02  3.79518181E+02  1.42581004E+00
  4.13000000E+02  1.42573652E+00  8.37632149E+02  3.84479202E+02  1.42573652E+00
  4.18000000E+02  1.42567013E+00  8.49377464E+02  3.89444730E+02  1.42567013E+00
  4.23000000E+02  1.42561013E+00  8.61124519E+02  3.94414302E+02  1.42561013E+00
  4.28000000E+02  1.42555582E+00  8.72873146E+02  3.99387501E+02  1.42555582E+00
  4.33000000E+02  1.42550657E+00  8.84623199E+02  4.04363949E+02  1.42550657E+00
  4.38000000E+02  1.42546181E+00  8.96374545E+02  4.09343306E+02  1.42546181E+00
  4.43000000E+02  1.42542100E+00  9.08127071E+02  4.14325265E+02  1.42542100E+00
  4.48000000E+02  1.42538366E+00  9.19880672E+02  4.19309549E+02  1.42538366E+00
  4.53000000E+02  1.42534933E+00  9.31635261E+02  4.24295911E+02  1.42534933E+00
  4.58000000E+02  1.42531762E+00  9.43390760E+02  4.29284126E+02  1.42531762E+00
  4.63000000E+02  1.42528815E+00  9.55147101E+02  4.34273992E+02  1.42528815E+00
  4.68000000E+02  1.42526057E+00  9.66904229E+02  4.39265330E+02  1.42526057E+00
  4.73000000E+02  1.42523456E+00  9.78662096E+02  4.44257977E+02  1.42523456E+00
